Index_Trong_Tap_Val,ISIC_ID_Anh_Loi,Nhan_Thuc_Te (True Label),Mo_Hinh_Doan_Sai (Predicted Label)
4020,ISIC_0025363,MEL,BCC
4027,ISIC_0651305,AK,NV
4032,ISIC_0029764,AK,BCC
4035,ISIC_3593419,BCC,NV
4051,ISIC_6743986,SCC,NV
4056,ISIC_3471895,NV,AK
4068,ISIC_0021601,NV,BCC
4073,ISIC_0014124,BCC,SCC
4076,ISIC_0010408,NV,MEL
4083,ISIC_6695831,MEL,VASC
4103,ISIC_0055584,BCC,MEL
4112,ISIC_0023179,AK,SCC
4116,ISIC_5959935,AK,NV
4128,ISIC_9563612,NV,SCC
4131,ISIC_0057804,BCC,BKL
4133,ISIC_0024694,NV,MEL
4136,ISIC_9130035,MEL,SCC
4146,ISIC_0055593,NV,MEL
4147,ISIC_0585534,MEL,AK
4158,ISIC_2196918,SCC,MEL
4159,ISIC_0059107,NV,MEL
4161,ISIC_0061368,SCC,MEL
4165,ISIC_0056049,NV,SCC
4166,ISIC_0071310,SCC,NV
4169,ISIC_4616381,AK,MEL
4172,ISIC_0001113,AK,MEL
4182,ISIC_9568052,AK,SCC
4183,ISIC_0066531,NV,AK
4185,ISIC_8159052,BCC,SCC
4188,ISIC_0057571,NV,BCC
4190,ISIC_0022591,NV,MEL
4198,ISIC_6378347,MEL,VASC
4202,ISIC_9872363,SCC,NV
4213,ISIC_0065828,AK,BCC
4214,ISIC_9144709,NV,AK
4216,ISIC_0630195,BCC,MEL
4222,ISIC_0012596,NV,BCC
4227,ISIC_0064608,BCC,BKL
4231,ISIC_8923373,NV,SCC
4234,ISIC_0027793,MEL,NV
4238,ISIC_7293518,MEL,SCC
4240,ISIC_0011148,SCC,NV
4248,ISIC_0057244,MEL,NV
4260,ISIC_6581411,MEL,SCC
4269,ISIC_0924335,BCC,BKL
4276,ISIC_0408358,SCC,MEL
4278,ISIC_6747915,BCC,VASC
4282,ISIC_0064393,MEL,BCC
4283,ISIC_0057710,NV,BCC
4286,ISIC_0853566,NV,SCC
4300,ISIC_7832392,SCC,VASC
4309,ISIC_0012417,AK,SCC
4315,ISIC_8774868,BCC,SCC
4317,ISIC_3379289,NV,SCC
4318,ISIC_0013780,BCC,SCC
4322,ISIC_0058605,NV,MEL
4332,ISIC_0033256,BKL,MEL
4338,ISIC_0027125,MEL,NV
4340,ISIC_0034068,MEL,NV
4342,ISIC_0029404,DF,SCC
4351,ISIC_0027976,BCC,MEL
4357,ISIC_0024195,MEL,SCC
4368,ISIC_3545744,NV,MEL
4369,ISIC_0656025,VASC,MEL
4377,ISIC_0062071,AK,BCC
4378,ISIC_0013740,MEL,SCC
4380,ISIC_0024571,MEL,SCC
4389,ISIC_0405822,DF,NV
4400,ISIC_0018345,NV,MEL
4402,ISIC_7190243,MEL,SCC
4407,ISIC_0023037,BCC,SCC
4411,ISIC_6778849,NV,MEL
4412,ISIC_6094288,VASC,BCC
4419,ISIC_1550198,BCC,MEL
4420,ISIC_6193854,SCC,NV
4424,ISIC_0023586,SCC,VASC
4426,ISIC_8993343,SCC,MEL
4431,ISIC_0068006,SCC,BCC
4438,ISIC_7571378,SCC,MEL
4439,ISIC_0014434,MEL,BCC
4450,ISIC_0072081,NV,MEL
4452,ISIC_2201020,NV,MEL
4456,ISIC_0023154,AK,MEL
4458,ISIC_0304427,AK,NV
4461,ISIC_0023593,BKL,MEL
4468,ISIC_0555540,SCC,NV
4500,ISIC_0057032,MEL,NV
4501,ISIC_5350286,BCC,SCC
4511,ISIC_0013639,MEL,NV
4513,ISIC_3067949,SCC,MEL
4515,ISIC_0025939,AK,BCC
4517,ISIC_0057300,BCC,NV
4520,ISIC_0065100,MEL,BCC
4528,ISIC_0062409,VASC,BCC
4529,ISIC_8653825,MEL,SCC
4533,ISIC_7207384,NV,SCC
4536,ISIC_0072238,NV,MEL
4540,ISIC_0021862,SCC,MEL
4547,ISIC_0023491,MEL,BKL
4551,ISIC_6877985,MEL,AK
4553,ISIC_9678778,MEL,NV
4559,ISIC_1797052,BCC,SCC
4568,ISIC_9612776,DF,SCC
4575,ISIC_1858813,VASC,BCC
4583,ISIC_7457700,MEL,NV
4599,ISIC_0072970,BKL,BCC
4608,ISIC_0061221,NV,SCC
4615,ISIC_2924940,NV,MEL
4622,ISIC_0061015,NV,MEL
4624,ISIC_9560390,SCC,NV
4625,ISIC_4859968,BCC,VASC
4630,ISIC_0069692,AK,MEL
4632,ISIC_0647224,MEL,SCC
4633,ISIC_4865307,NV,MEL
4643,ISIC_0063186,NV,MEL
4646,ISIC_6283716,NV,SCC
4662,ISIC_0013251,BCC,SCC
4666,ISIC_0021068,SCC,BCC
4680,ISIC_2212473,MEL,SCC
4696,ISIC_5148533,SCC,VASC
4698,ISIC_7753076,SCC,NV
4707,ISIC_2278074,NV,BCC
4714,ISIC_5588785,NV,SCC
4723,ISIC_7358076,SCC,NV
4724,ISIC_0027184,VASC,BCC
4731,ISIC_0071038,AK,NV
4732,ISIC_8649055,NV,SCC
4742,ISIC_0012032,AK,MEL
4753,ISIC_0062869,MEL,SCC
4763,ISIC_0058052,SCC,MEL
4774,ISIC_0023773,NV,MEL
4776,ISIC_4653572,SCC,VASC
4784,ISIC_0063738,SCC,MEL
4788,ISIC_0010191,NV,MEL
4811,ISIC_0067541,BCC,MEL
4812,ISIC_4910741,NV,MEL
4814,ISIC_0027021,MEL,VASC
4815,ISIC_0023886,SCC,BCC
4819,ISIC_0027298,NV,MEL
4831,ISIC_0060808,AK,MEL
4833,ISIC_0062172,BCC,VASC
4836,ISIC_0054216,SCC,BCC
4839,ISIC_0024843,VASC,MEL
4853,ISIC_0024062,BCC,MEL
4866,ISIC_8816075,BCC,VASC
4868,ISIC_6922407,NV,MEL
4872,ISIC_0056077,NV,BCC
4878,ISIC_0010298,NV,MEL
4887,ISIC_0014721,BKL,NV
4905,ISIC_2434588,MEL,SCC
4909,ISIC_4740515,MEL,NV
4918,ISIC_0022762,BCC,SCC
4923,ISIC_0033275,MEL,NV
4924,ISIC_0046983,MEL,SCC
4925,ISIC_0013374,MEL,VASC
4927,ISIC_0022831,BCC,DF
4929,ISIC_0072355,NV,SCC
4931,ISIC_0010292,AK,MEL
4950,ISIC_0067003,SCC,BCC
4952,ISIC_0011293,SCC,MEL
4958,ISIC_0066590,BKL,SCC
4961,ISIC_4958589,SCC,MEL
4966,ISIC_0022618,SCC,BCC
4972,ISIC_5157495,NV,MEL
4973,ISIC_0057089,MEL,NV
4978,ISIC_0071742,BCC,AK
4981,ISIC_0013773,NV,SCC
5000,ISIC_5065394,SCC,BCC
5001,ISIC_0071495,NV,BCC
5005,ISIC_0054179,MEL,BCC
5011,ISIC_0027821,NV,AK
5023,ISIC_0035533,AK,VASC
5030,ISIC_0066614,AK,MEL
5037,ISIC_0029973,BKL,NV
5047,ISIC_0754003,NV,SCC
5054,ISIC_0025451,MEL,NV
5055,ISIC_0060216,MEL,BCC
5059,ISIC_0031619,AK,SCC
5061,ISIC_0060206,VASC,MEL
5065,ISIC_8312315,BKL,SCC
5067,ISIC_8011058,MEL,SCC
5068,ISIC_2033980,NV,SCC
5073,ISIC_2082962,AK,NV
5082,ISIC_0055447,AK,MEL
5083,ISIC_3087371,NV,SCC
5093,ISIC_2376934,BCC,SCC
5100,ISIC_0011610,MEL,BCC
5103,ISIC_5454890,MEL,BKL
5105,ISIC_0013405,NV,SCC
5107,ISIC_0012030,AK,BCC
5110,ISIC_0056894,SCC,MEL
5114,ISIC_0062320,NV,BCC
5119,ISIC_4866828,SCC,MEL
5127,ISIC_0033244,NV,BCC
5137,ISIC_5957307,SCC,VASC
5143,ISIC_4085041,NV,SCC
5147,ISIC_0021634,BCC,SCC
5149,ISIC_0060192,NV,MEL
5155,ISIC_2049589,SCC,VASC
5161,ISIC_0055305,NV,MEL
5163,ISIC_0032170,AK,NV
5174,ISIC_0033398,NV,BCC
5175,ISIC_5061591,NV,SCC
5180,ISIC_6620377,MEL,SCC
5187,ISIC_5844037,SCC,MEL
5189,ISIC_6652018,NV,SCC
5198,ISIC_0032315,AK,NV
5200,ISIC_0012990,MEL,NV
5207,ISIC_5095052,NV,MEL
5208,ISIC_0053660,MEL,AK
5211,ISIC_6189100,BCC,SCC
5216,ISIC_1644520,SCC,NV
5222,ISIC_0068608,BKL,SCC
5229,ISIC_6614779,AK,NV
5230,ISIC_0056543,NV,MEL
5235,ISIC_0068528,MEL,NV
5258,ISIC_9785077,MEL,NV
5265,ISIC_0062682,BCC,SCC
5268,ISIC_0020956,VASC,SCC
5270,ISIC_6845907,SCC,MEL
5273,ISIC_0054929,BCC,MEL
5276,ISIC_3335904,MEL,NV
5280,ISIC_2698234,SCC,MEL
5283,ISIC_0035127,AK,MEL
5290,ISIC_0058787,BCC,SCC
5298,ISIC_0062769,BKL,MEL
5300,ISIC_0072161,AK,BCC
5315,ISIC_0023017,SCC,MEL
5316,ISIC_0035340,AK,MEL
5317,ISIC_6900170,BCC,VASC
5318,ISIC_0028995,AK,NV
5323,ISIC_0010854,NV,MEL
5324,ISIC_9839094,NV,MEL
5326,ISIC_0036017,NV,MEL
5328,ISIC_0055651,BKL,AK
5330,ISIC_5344574,NV,SCC
5338,ISIC_0013467,BCC,VASC
5339,ISIC_0021410,SCC,BCC
5343,ISIC_0035450,BCC,AK
5344,ISIC_4671582,BCC,SCC
5346,ISIC_1593357,NV,AK
5360,ISIC_0013069,VASC,AK
5365,ISIC_0025244,DF,NV
5367,ISIC_0013887,VASC,SCC
5376,ISIC_0034750,AK,MEL
5386,ISIC_0544344,SCC,NV
5396,ISIC_0063963,NV,MEL
5405,ISIC_0023597,MEL,SCC
5410,ISIC_0030742,NV,MEL
5411,ISIC_0343061,NV,BCC
5422,ISIC_0021873,NV,MEL
5425,ISIC_0053561,VASC,MEL
5435,ISIC_0709199,SCC,BCC
5438,ISIC_6782031,SCC,MEL
5444,ISIC_2444283,VASC,NV
5468,ISIC_0056665,VASC,SCC
5471,ISIC_4175439,SCC,NV
5472,ISIC_1597659,AK,SCC
5482,ISIC_5833236,SCC,BCC
5483,ISIC_1939413,MEL,SCC
5491,ISIC_1731411,NV,MEL
5492,ISIC_1132496,MEL,NV
5499,ISIC_0026014,VASC,MEL
5501,ISIC_6863789,SCC,BCC
5509,ISIC_0069851,MEL,NV
5514,ISIC_6924218,SCC,BCC
5516,ISIC_6410859,MEL,SCC
5544,ISIC_0029396,AK,NV
5546,ISIC_9652852,SCC,NV
5555,ISIC_0071891,MEL,NV
5557,ISIC_0013238,NV,MEL
5559,ISIC_0022165,SCC,MEL
5569,ISIC_0071834,MEL,AK
5573,ISIC_7001887,VASC,BCC
5583,ISIC_0013462,BCC,AK
5602,ISIC_4038676,SCC,NV
5606,ISIC_1891312,SCC,BCC
5620,ISIC_0063622,NV,SCC
5621,ISIC_0029179,NV,MEL
5632,ISIC_0060856,AK,VASC
5646,ISIC_0016318,NV,SCC
5650,ISIC_4787920,SCC,NV
5664,ISIC_0026254,BKL,NV
5673,ISIC_0058274,NV,MEL
5679,ISIC_0013469,BCC,VASC
5680,ISIC_3965087,MEL,NV
5686,ISIC_9537942,AK,MEL
5688,ISIC_0057398,VASC,MEL
5689,ISIC_0068481,VASC,BCC
5690,ISIC_0023380,NV,BCC
5691,ISIC_0011291,NV,MEL
5697,ISIC_4213876,SCC,MEL
5701,ISIC_0021658,BKL,AK
5707,ISIC_0025424,NV,MEL
5708,ISIC_0013245,BCC,SCC
5709,ISIC_0000433,NV,MEL
5715,ISIC_8820875,SCC,MEL
5716,ISIC_0027305,NV,MEL
5722,ISIC_4455921,BCC,SCC
5731,ISIC_0012364,AK,VASC
5740,ISIC_8988074,NV,SCC
5744,ISIC_0013714,VASC,SCC
5749,ISIC_3148471,SCC,BCC
5751,ISIC_0058592,NV,MEL
5753,ISIC_0068676,VASC,AK
5762,ISIC_4905375,MEL,SCC
5763,ISIC_0010094,MEL,NV
5768,ISIC_8748833,SCC,NV
5769,ISIC_0068984,SCC,NV
5770,ISIC_0062637,BCC,VASC
5773,ISIC_7461616,BKL,NV
5777,ISIC_0065681,MEL,AK
5779,ISIC_0012719,AK,MEL
5780,ISIC_0058732,MEL,NV
5781,ISIC_7501563,BCC,MEL
5782,ISIC_9348198,AK,MEL
5793,ISIC_3879564,NV,SCC
5796,ISIC_0448236,AK,NV
5802,ISIC_7748311,MEL,SCC
5804,ISIC_0056683,MEL,BCC
5808,ISIC_0072863,SCC,BCC
5809,ISIC_0060572,NV,MEL
5811,ISIC_0011216,AK,MEL
5819,ISIC_0029199,NV,MEL
5823,ISIC_0011401,NV,MEL
5829,ISIC_0032933,NV,MEL
5830,ISIC_0030575,MEL,NV
5836,ISIC_1161789,BKL,NV
5841,ISIC_0022237,SCC,BCC
5853,ISIC_4177450,MEL,SCC
5854,ISIC_0559686,SCC,NV
5861,ISIC_0065536,NV,MEL
5868,ISIC_0032035,NV,MEL
5873,ISIC_1104444,AK,VASC
5883,ISIC_0025312,AK,SCC
5887,ISIC_0032031,AK,MEL
5894,ISIC_8237137,SCC,NV
5899,ISIC_0034209,NV,MEL
5909,ISIC_0036211,NV,MEL
5915,ISIC_1162854,MEL,SCC
5922,ISIC_3715127,SCC,BCC
5923,ISIC_0060224,MEL,AK
5933,ISIC_0066181,MEL,AK
5935,ISIC_5818405,NV,SCC
5937,ISIC_4996867,SCC,BCC
5939,ISIC_0067473,BKL,MEL
5944,ISIC_9284203,NV,MEL
5947,ISIC_0072838,NV,BCC
5950,ISIC_0053898,NV,SCC
5951,ISIC_2700320,MEL,NV
5952,ISIC_6792899,MEL,SCC
5953,ISIC_0025719,AK,MEL
5959,ISIC_0073194,MEL,NV
5960,ISIC_0022758,BCC,SCC
5961,ISIC_0065856,BCC,SCC
5962,ISIC_5180599,BCC,SCC
5968,ISIC_9282976,SCC,MEL
5977,ISIC_0025089,VASC,MEL
5980,ISIC_5584470,SCC,BCC
5983,ISIC_0058805,NV,MEL
5986,ISIC_8355069,BKL,BCC
5989,ISIC_0063460,AK,SCC
5993,ISIC_0070420,SCC,AK
5994,ISIC_0067409,BCC,MEL
5995,ISIC_8513973,AK,SCC
5997,ISIC_5971635,AK,SCC
6019,ISIC_0062053,SCC,BCC
6022,ISIC_8263857,NV,SCC
6031,ISIC_0059227,BCC,VASC
6038,ISIC_9101762,MEL,SCC
6055,ISIC_0054073,MEL,VASC
6058,ISIC_0061433,NV,MEL
6063,ISIC_0000181,NV,MEL
6079,ISIC_0021257,AK,MEL
6080,ISIC_3593749,BCC,SCC
6082,ISIC_0066725,BCC,BKL
6087,ISIC_0020966,VASC,BCC
6094,ISIC_0057407,BCC,SCC
6106,ISIC_0021189,MEL,NV
6116,ISIC_4961146,MEL,SCC
6118,ISIC_0069594,BCC,NV
6128,ISIC_0031278,NV,MEL
6134,ISIC_3440759,MEL,SCC
6138,ISIC_0015428,AK,MEL
6150,ISIC_9422230,SCC,AK
6156,ISIC_0022931,BCC,MEL
6158,ISIC_0056319,MEL,NV
6162,ISIC_6604551,SCC,NV
6164,ISIC_1155771,NV,SCC
6166,ISIC_0282486,SCC,NV
6167,ISIC_0135161,BCC,SCC
6177,ISIC_0003097,NV,SCC
6194,ISIC_1603958,SCC,NV
6195,ISIC_0033812,MEL,NV
6196,ISIC_0055940,BCC,MEL
6203,ISIC_4933345,BCC,MEL
6209,ISIC_9626070,NV,SCC
6213,ISIC_0022860,NV,SCC
6214,ISIC_0010582,NV,MEL
6235,ISIC_2372585,BKL,BCC
6243,ISIC_0060995,AK,BKL
6245,ISIC_0010037,NV,MEL
6249,ISIC_3393995,AK,NV
6254,ISIC_7901662,NV,SCC
6256,ISIC_0065488,MEL,BKL
6261,ISIC_1028374,NV,SCC
6270,ISIC_0021476,BKL,BCC
6280,ISIC_0061573,MEL,NV
6282,ISIC_1620401,MEL,SCC
6290,ISIC_0013672,MEL,NV
6298,ISIC_0065057,MEL,BCC
6299,ISIC_0129379,SCC,BCC
6310,ISIC_0032433,MEL,NV
6315,ISIC_0526348,AK,NV
6326,ISIC_0054640,NV,MEL
6328,ISIC_0013723,BCC,VASC
6337,ISIC_0062951,VASC,BCC
6338,ISIC_0645454,MEL,SCC
6343,ISIC_7683965,SCC,NV
6347,ISIC_4592019,SCC,BCC
6352,ISIC_0058949,VASC,MEL
6360,ISIC_0021278,SCC,AK
6362,ISIC_4146633,SCC,BCC
6366,ISIC_0021795,BKL,BCC
6367,ISIC_1373525,SCC,BCC
6371,ISIC_7816675,MEL,SCC
6373,ISIC_0064781,NV,MEL
6380,ISIC_0022253,SCC,VASC
6385,ISIC_0021753,NV,MEL
6387,ISIC_0021089,NV,MEL
6392,ISIC_0029068,AK,BCC
6399,ISIC_6895079,BCC,SCC
6400,ISIC_5426068,AK,MEL
6404,ISIC_0022058,BKL,BCC
6412,ISIC_8990043,NV,BCC
6413,ISIC_0066726,NV,MEL
6430,ISIC_8667734,BCC,SCC
6432,ISIC_0058388,BKL,SCC
6436,ISIC_0014736,MEL,AK
6438,ISIC_0060830,VASC,BCC
6439,ISIC_0011350,MEL,NV
6442,ISIC_0029679,NV,VASC
6454,ISIC_5664695,MEL,NV
6456,ISIC_0033320,MEL,NV
6457,ISIC_0000043,MEL,NV
6458,ISIC_0023581,AK,SCC
6463,ISIC_2076526,MEL,NV
6470,ISIC_0011946,NV,MEL
6471,ISIC_9168966,NV,SCC
6472,ISIC_0021059,VASC,SCC
6476,ISIC_0070977,SCC,MEL
6478,ISIC_6794899,NV,MEL
6487,ISIC_8173252,MEL,SCC
6489,ISIC_0030130,AK,SCC
6493,ISIC_7614221,MEL,SCC
6494,ISIC_0013986,MEL,BCC
6495,ISIC_0014587,AK,SCC
6500,ISIC_6469024,BCC,SCC
6504,ISIC_0013257,NV,MEL
6506,ISIC_2782990,VASC,BCC
6508,ISIC_0064024,BCC,MEL
6512,ISIC_0058741,VASC,BCC
6523,ISIC_0013237,SCC,BCC
6525,ISIC_2974214,MEL,SCC
6537,ISIC_0065618,MEL,NV
6538,ISIC_0072573,BCC,DF
6541,ISIC_0053987,AK,MEL
6545,ISIC_0025847,NV,MEL
6548,ISIC_0027178,VASC,MEL
6551,ISIC_6423655,VASC,BCC
6554,ISIC_9047747,SCC,MEL
6562,ISIC_3915890,MEL,SCC
6567,ISIC_5052908,MEL,NV
6574,ISIC_2522593,BCC,SCC
6575,ISIC_8618676,SCC,NV
6578,ISIC_5137933,MEL,NV
6581,ISIC_0027577,VASC,MEL
6582,ISIC_6368433,NV,MEL
6599,ISIC_4621227,SCC,NV
6601,ISIC_0061610,AK,MEL
6602,ISIC_0016026,NV,MEL
6603,ISIC_0011890,SCC,NV
6606,ISIC_0068496,VASC,BCC
6607,ISIC_4595996,NV,SCC
6608,ISIC_0021197,AK,MEL
6609,ISIC_0000277,MEL,NV
6611,ISIC_0071887,VASC,MEL
6612,ISIC_0028338,NV,MEL
6613,ISIC_0013141,MEL,SCC
6622,ISIC_0053841,MEL,BCC
6625,ISIC_0029847,BCC,SCC
6626,ISIC_0010896,NV,SCC
6632,ISIC_7295035,MEL,SCC
6634,ISIC_8197317,SCC,BKL
6642,ISIC_0046340,SCC,BCC
6643,ISIC_0059513,MEL,NV
6645,ISIC_0059487,NV,BCC
6646,ISIC_8426219,SCC,BCC
6652,ISIC_0069502,VASC,BCC
6655,ISIC_8605723,MEL,SCC
6657,ISIC_0068729,VASC,BCC
6658,ISIC_0056282,BCC,MEL
6662,ISIC_6048698,VASC,MEL
6667,ISIC_0067219,NV,BCC
6673,ISIC_0059744,DF,MEL
6681,ISIC_6046720,BCC,SCC
6690,ISIC_0054775,NV,MEL
6692,ISIC_6751710,NV,SCC
6696,ISIC_0072856,BCC,AK
6702,ISIC_4646206,NV,SCC
6710,ISIC_0070358,AK,MEL
6711,ISIC_6371467,NV,MEL
6718,ISIC_0057242,BCC,AK
6722,ISIC_1465204,BCC,NV
6726,ISIC_0028615,AK,MEL
6745,ISIC_0010233,NV,MEL
6749,ISIC_1975042,MEL,SCC
6757,ISIC_0022268,AK,NV
6766,ISIC_0069500,MEL,AK
6771,ISIC_0071259,BCC,BKL
6772,ISIC_5857239,SCC,NV
6789,ISIC_0057205,BCC,AK
6793,ISIC_2989123,DF,BCC
6816,ISIC_0033333,MEL,NV
6820,ISIC_0053915,NV,MEL
6821,ISIC_0014052,VASC,AK
6826,ISIC_0987523,NV,SCC
6832,ISIC_0058508,MEL,AK
6834,ISIC_0023777,SCC,VASC
6835,ISIC_0028231,VASC,MEL
6836,ISIC_7371801,MEL,NV
6838,ISIC_9000234,MEL,SCC
6842,ISIC_0023144,BCC,SCC
6858,ISIC_4191663,SCC,MEL
6860,ISIC_7132534,NV,SCC
6863,ISIC_0013842,MEL,NV
6875,ISIC_0071916,MEL,NV
6876,ISIC_0032778,AK,NV
6877,ISIC_0013814,MEL,SCC
6879,ISIC_0021625,NV,MEL
6881,ISIC_0015032,AK,NV
6882,ISIC_0013040,AK,BKL
6890,ISIC_9892179,BCC,SCC
6892,ISIC_8953808,SCC,MEL
6895,ISIC_0033402,NV,BCC
6900,ISIC_2689339,BCC,SCC
6901,ISIC_0060592,NV,MEL
6912,ISIC_6775574,BCC,MEL
6915,ISIC_0065935,AK,MEL
6917,ISIC_8329686,MEL,NV
6926,ISIC_0035436,AK,MEL
6934,ISIC_2128070,SCC,BCC
6936,ISIC_6729594,NV,MEL
6940,ISIC_0065746,MEL,AK
6944,ISIC_3581674,AK,SCC
6946,ISIC_0015177,SCC,MEL
6958,ISIC_0059099,AK,VASC
6964,ISIC_0014186,MEL,BCC
6967,ISIC_7382992,SCC,VASC
6968,ISIC_0069445,BCC,SCC
6971,ISIC_6592054,BCC,VASC
6978,ISIC_0010180,NV,AK
6982,ISIC_0046932,MEL,NV
6989,ISIC_1138856,NV,MEL
6998,ISIC_0442866,SCC,VASC
6999,ISIC_5288393,MEL,SCC
7018,ISIC_0058525,VASC,MEL
7020,ISIC_2283509,BCC,SCC
7021,ISIC_0070161,SCC,BCC
7025,ISIC_0025699,AK,SCC
7027,ISIC_0034141,MEL,VASC
7029,ISIC_0025432,NV,AK
7030,ISIC_3818412,BCC,SCC
7034,ISIC_3210975,MEL,NV
7035,ISIC_0023062,BCC,MEL
7040,ISIC_0033031,DF,MEL
7042,ISIC_0014853,NV,SCC
7045,ISIC_2495762,SCC,NV
7047,ISIC_6427207,BKL,NV
7049,ISIC_0062023,SCC,BCC
7053,ISIC_0010932,SCC,NV
7064,ISIC_0031821,MEL,NV
7073,ISIC_7711587,MEL,SCC
7077,ISIC_5809562,SCC,NV
7085,ISIC_1169219,AK,SCC
7102,ISIC_0013730,BCC,VASC
7104,ISIC_2171414,SCC,MEL
7105,ISIC_0059860,BKL,SCC
7109,ISIC_0068501,SCC,MEL
7112,ISIC_0033044,NV,MEL
7115,ISIC_5739948,SCC,NV
7116,ISIC_2216518,SCC,NV
7126,ISIC_0065874,BCC,SCC
7129,ISIC_0495887,NV,SCC
7130,ISIC_0010979,MEL,SCC
7133,ISIC_4585749,SCC,BCC
7141,ISIC_0024073,BCC,BKL
7142,ISIC_0012831,SCC,VASC
7144,ISIC_0060711,VASC,BCC
7150,ISIC_2041385,NV,SCC
7152,ISIC_0031953,MEL,NV
7156,ISIC_0063604,SCC,MEL
7157,ISIC_5890128,SCC,NV
7160,ISIC_0060110,SCC,MEL
7165,ISIC_0055315,NV,BCC
7168,ISIC_0057603,SCC,BCC
7170,ISIC_0010450,SCC,MEL
7171,ISIC_5868291,MEL,SCC
7183,ISIC_2925612,BCC,SCC
7186,ISIC_3186272,NV,SCC
7189,ISIC_3473381,MEL,NV
7191,ISIC_3296191,NV,MEL
7196,ISIC_4462757,BCC,VASC
7198,ISIC_0012895,SCC,BCC
7199,ISIC_0066253,NV,MEL
7202,ISIC_6168031,AK,NV
7204,ISIC_0059946,BCC,VASC
7205,ISIC_2694055,NV,SCC
7211,ISIC_0023490,MEL,BKL
7213,ISIC_0507042,MEL,NV
7214,ISIC_0000369,NV,MEL
7229,ISIC_0071719,NV,MEL
7233,ISIC_0014404,BCC,NV
7236,ISIC_0032379,NV,MEL
7241,ISIC_9536278,MEL,NV
7243,ISIC_0024864,MEL,NV
7244,ISIC_0069362,BCC,MEL
7250,ISIC_4787120,NV,MEL
7265,ISIC_0066338,MEL,NV
7266,ISIC_0014179,AK,SCC
7268,ISIC_0014096,VASC,AK
7272,ISIC_0068936,MEL,NV
7277,ISIC_0015535,BCC,MEL
7278,ISIC_0026209,NV,MEL
7279,ISIC_0062661,VASC,BCC
7285,ISIC_0070389,MEL,AK
7288,ISIC_3178939,BCC,NV
7289,ISIC_0014214,SCC,AK
7290,ISIC_5442856,SCC,AK
7294,ISIC_0012888,NV,SCC
7303,ISIC_7138875,NV,SCC
7330,ISIC_0015434,MEL,NV
7339,ISIC_6296285,NV,SCC
7347,ISIC_0032931,NV,MEL
7348,ISIC_4649440,MEL,SCC
7359,ISIC_3834800,SCC,MEL
7366,ISIC_1176133,DF,MEL
7371,ISIC_0063942,BCC,MEL
7381,ISIC_0013765,AK,SCC
7393,ISIC_0056055,NV,MEL
7399,ISIC_0011598,SCC,NV
7406,ISIC_9276715,NV,MEL
7429,ISIC_0058189,SCC,MEL
7433,ISIC_0022443,SCC,BCC
7453,ISIC_0072170,NV,MEL
7459,ISIC_8497457,MEL,SCC
7465,ISIC_0408926,VASC,BCC
7468,ISIC_0033832,NV,MEL
7475,ISIC_1814941,MEL,SCC
7480,ISIC_0014010,AK,MEL
7491,ISIC_8760203,SCC,NV
7515,ISIC_6247834,BCC,VASC
7532,ISIC_0021486,BKL,MEL
7542,ISIC_0033720,BCC,MEL
7547,ISIC_0026017,NV,MEL
7552,ISIC_3740523,BCC,VASC
7559,ISIC_5391275,VASC,DF
7567,ISIC_4517185,DF,AK
7581,ISIC_0025153,MEL,NV
7590,ISIC_0034091,NV,SCC
7620,ISIC_0072094,NV,BCC
7626,ISIC_8572342,SCC,MEL
7627,ISIC_0021480,MEL,NV
7629,ISIC_0288306,MEL,DF
7631,ISIC_8870711,BCC,MEL
7633,ISIC_0063591,SCC,MEL
7642,ISIC_0021964,BCC,MEL
7643,ISIC_4724569,NV,SCC
7645,ISIC_0019204,MEL,SCC
7648,ISIC_5380414,BCC,SCC
7650,ISIC_0071577,BKL,BCC
7651,ISIC_0010985,AK,SCC
7664,ISIC_0011189,NV,SCC
7665,ISIC_0013197,NV,SCC
7671,ISIC_5140952,MEL,NV
7676,ISIC_0065444,BCC,BKL
7681,ISIC_5365537,NV,SCC
7682,ISIC_0058823,NV,MEL
7686,ISIC_9786863,MEL,NV
7704,ISIC_0738587,NV,MEL
7705,ISIC_0026319,VASC,BCC
7709,ISIC_0028688,BCC,NV
7711,ISIC_5140276,VASC,BCC
7716,ISIC_8340426,AK,SCC
7718,ISIC_9183913,NV,SCC
7719,ISIC_0032883,AK,MEL
7723,ISIC_0010903,NV,MEL
7731,ISIC_0029059,VASC,BCC
7734,ISIC_9857002,BCC,SCC
7738,ISIC_8592827,SCC,BCC
7752,ISIC_0069748,SCC,BCC
7753,ISIC_6230191,MEL,NV
7755,ISIC_0057941,BCC,MEL
7757,ISIC_0013214,BCC,NV
7764,ISIC_1686757,BKL,MEL
7766,ISIC_0056621,VASC,AK
7771,ISIC_0063295,MEL,NV
7774,ISIC_0026456,DF,BCC
7784,ISIC_6982173,MEL,SCC
7790,ISIC_0011227,NV,SCC
7793,ISIC_6893147,AK,VASC
7796,ISIC_0070019,NV,MEL
7802,ISIC_0060350,SCC,BCC
7805,ISIC_8922893,MEL,SCC
7807,ISIC_0065846,BCC,VASC
7812,ISIC_0012229,SCC,BCC
7814,ISIC_7205745,MEL,SCC
7820,ISIC_2190396,MEL,NV
